emp_no,birth_date,first_name,last_name,hire_date
10500,1957-04-29,Vojin,Narwekar,1996-12-16
10501,1962-09-09,Susuma,Larfeldt,1987-04-20
10502,1957-10-07,Yonghoan,Marshall,1993-03-04
10503,1952-05-17,Dannz,Pell,1991-04-30
10504,1953-04-07,Xiong,Varker,1988-12-03
10505,1964-02-04,Isamu,Auria,1985-07-23
10506,1958-10-06,Kazuhisa,Kroll,1996-12-01
10507,1964-02-18,Kasidit,Belinskaya,1985-04-26
10508,1962-06-02,Kotesh,Liedekerke,1991-05-01
10509,1953-10-03,Abdelwaheb,Riesenhuber,1990-02-23
10510,1960-02-13,Keung,Slobodova,1990-04-20
10511,1963-06-18,Khoa,Marrevee,1992-01-27
10512,1955-11-16,Udi,Gihr,1986-01-12
10513,1959-07-07,Yuichiro,Schicker,1991-04-02
10514,1963-04-03,Tomofumi,McClure,1992-04-29
10515,1963-12-15,Raimond,Kirkerud,1989-10-28
10516,1960-02-20,Xiadong,Luga,1985-10-19
10517,1953-06-18,Tiina,Speek,1990-12-25
10518,1963-05-23,Marin,Lanphier,1993-09-03
10519,1955-12-28,Yonghoan,Alencar,1986-03-22
10520,1964-03-06,Jenwei,Ecklund,1994-03-27
10521,1957-07-31,Kwangsub,Setia,1989-05-11
10522,1955-07-24,Marke,Cesareni,1986-12-12
10523,1956-05-16,Malu,Skafidas,1988-12-28
10524,1959-05-02,Shigehiro,Cincotta,1985-10-09
10525,1963-03-29,Yuchang,Lunt,1990-07-08
10526,1963-12-31,Kwangho,Theuretzbacher,1988-02-27
10527,1964-09-15,Tetsushi,Barvinok,1996-01-25
10528,1963-05-16,Koichi,Lakshmanan,1991-12-29
10529,1952-11-21,Ymte,Yetto,1992-01-05
10530,1956-07-19,Boriana,Coors,1987-09-23
10531,1954-06-11,Oguz,Gimbel,1991-02-20
10532,1959-08-31,Mary,Wossner,1986-05-18
10533,1963-06-25,Mohamadou,Smailagic,1986-10-31
10534,1964-10-23,Dinah,Bahl,1989-01-15
10535,1961-05-19,Shalesh,Stroustrup,1985-02-21
10536,1964-10-29,Yechiam,Sambasivam,1988-03-25
10537,1962-06-29,Stella,Benzmuller,1996-09-25
10538,1955-08-18,Przemyslawa,Falby,1987-07-23
10539,1959-05-13,Yucel,Reinhard,1990-06-05
10540,1961-02-24,Martins,Barriga,1994-05-03
10541,1955-11-05,Godehard,Eiter,1986-02-28
10542,1955-01-05,Yannis,Couchot,1989-03-28
10543,1962-10-06,Lein,Lichtman,1998-10-16
10544,1962-02-01,Ishfaq,Krzyzanowski,1995-04-29
10545,1963-01-12,Hauke,dAstous,1990-06-30
10546,1957-12-20,Nechama,Schapiro,1987-09-06
10547,1963-05-12,Snehasis,Brobst,1988-02-14
10548,1952-06-12,Ramalingam,Gunderson,1986-05-04
10549,1957-03-20,Beshir,Kisuki,1995-10-26
10550,1959-08-03,Manton,Leuchs,1985-02-03
10551,1963-10-07,Jeong,Rijsenbrij,1988-08-06
10552,1953-03-25,Kazuhito,Shiratori,1998-08-18
10553,1964-02-08,Rajmohan,Wallrath,1985-10-27
10554,1958-08-01,Dines,Gerlach,1990-11-28
10555,1962-09-25,Vitaly,Picci,1989-11-06
10556,1962-12-31,JoAnna,Taubman,1992-04-15
10557,1957-08-23,Sashi,Karlin,1986-03-31
10558,1964-10-08,Hisao,Famili,1990-04-06
10559,1956-01-18,Arumugam,Comellas,1988-01-06
10560,1960-05-01,Yinlin,Esteva,1988-09-28
10561,1958-09-07,Serge,Joslin,1990-12-15
10562,1963-04-17,Shuky,Pearson,1996-07-06
10563,1956-10-27,Mohit,Spelt,1992-09-29
10564,1955-04-14,Jianhao,Thisen,1986-05-08
10565,1961-11-05,Yishay,Harnett,1992-01-09
10566,1958-01-30,Jianhui,Zuberek,1988-03-19
10567,1957-05-21,Dietrich,Journel,1992-10-18
10568,1953-12-02,Gao,Poulakidas,1989-02-14
10569,1962-12-03,Sreenivas,Bashian,1987-03-13
10570,1958-10-30,Alassane,Morrin,1985-05-05
10571,1963-12-10,Fun,Varman,1985-02-24
10572,1960-10-10,Cordelia,Axelband,1988-02-16
10573,1964-02-23,Tetsushi,Speel,1993-07-07
10574,1960-11-11,Salvador,Olano,1990-02-16
10575,1954-06-29,Theirry,Yeung,1988-10-04
10576,1957-08-23,Xiaoqiu,Krychniak,1988-05-17
10577,1957-09-20,Ennio,Schmiedel,1990-08-18
10578,1958-07-18,Shigeaki,Shanbhogue,1989-11-24
10579,1958-07-17,Aiman,Stentiford,1985-09-01
10580,1956-05-28,Christoper,Rehfuss,1987-09-11
10581,1956-11-20,Odinaldo,Prochazka,1988-02-09
10582,1960-05-08,Shmuel,Juneja,1986-06-22
10583,1964-03-03,Prasadram,Stille,1985-02-14
10584,1961-07-12,Mana,Papastamatiou,1986-02-17
10585,1963-11-10,Sajjad,Willoner,1986-01-05
10586,1954-06-23,Kirk,Vuskovic,1992-02-04
10587,1962-03-04,Behnaam,Srimani,1989-09-20
10588,1956-07-30,Shigeo,Dulay,1987-01-28
10589,1958-09-25,Subbu,Sanella,1994-01-26
10590,1963-10-01,Yongqiao,Kalloufi,1986-04-09
10591,1952-12-22,Hidde,Hettesheimer,1987-06-18
10592,1964-08-01,Almudena,Alvarado,1990-06-05
10593,1952-07-24,Falguni,Kenevan,1990-09-12
10594,1960-10-22,Kiyokazu,Whitcomb,1988-04-02
10595,1964-12-10,Giri,Undy,1989-11-24
10596,1954-01-24,Sanjit,Coors,1995-04-01
10597,1961-05-07,Lucien,Schaad,1990-04-01
10598,1957-11-10,Margo,Gronowski,1989-03-31
10599,1956-10-15,Seshu,Crelier,1989-03-17
10600,1963-08-17,Emran,Rettelbach,1985-12-22
10601,1959-10-23,Barton,Usdin,1994-08-29
10602,1959-11-27,Douadi,Wossner,1988-03-12
10603,1955-08-02,Wayne,Restivo,1995-07-20
10604,1957-04-24,Susanna,Brizzi,1990-04-07
10605,1956-05-21,Moti,Wixon,1985-04-29
10606,1964-03-04,Toshiki,Marakhovsky,1987-05-02
10607,1964-11-30,Rosalyn,Hambrick,1990-06-18
10608,1955-07-11,Adhemar,Talmor,1986-05-25
10609,1956-10-02,Janche,Zhang,1994-12-03
10610,1955-06-24,Irena,Roccetti,1996-04-11
10611,1964-05-11,Karsten,Blokdijk,1989-09-16
10612,1959-01-01,Gil,Peroz,1991-09-02
10613,1960-11-04,Inderjeet,Jansen,1990-09-01
10614,1953-07-11,Gila,Ozeri,1990-03-03
10615,1955-08-30,Keung,Delgrande,1996-03-10
10616,1958-05-05,Tommaso,Marwedel,1988-03-10
10617,1955-01-26,Hidekazu,Angel,1985-03-29
10618,1963-08-03,Ranga,Yeung,1988-11-27
10619,1961-04-27,Vivian,Kusakabe,1989-03-24
10620,1959-11-23,Marit,Veeraraghavan,1990-11-10
10621,1962-02-03,Hinrich,Siepmann,1991-06-23
10622,1959-09-15,Turgut,Narlikar,1989-01-28
10623,1953-07-11,Aleksander,Danlos,1987-03-07
10624,1955-12-19,Sham,Gyorkos,1990-05-07
10625,1958-02-08,Leszek,Petereit,1985-10-31
10626,1957-06-26,Danil,Deverell,1996-12-03
10627,1962-10-06,Shigeu,Itzfeldt,1991-11-07
10628,1954-04-18,Krisda,Krogh,1985-09-11
10629,1954-03-23,Lalit,Francisci,1986-01-30
10630,1954-08-10,Bezalel,Katzenelson,1993-06-26
10631,1955-05-17,Inderjeet,Chaudhuri,1988-02-16
10632,1960-04-05,Yoshimitsu,Velardi,1985-07-25
10633,1957-02-09,Sorina,Herber,1985-06-17
10634,1954-08-01,Nahid,Chepyzhov,1990-11-11
10635,1960-10-29,Toney,Angiulli,1991-09-22
10636,1955-08-25,Saeko,Porotnikoff,1994-11-16
10637,1954-07-11,Heejo,Frolund,1993-07-11
10638,1960-11-04,Jenwei,Borovoy,1991-05-19
10639,1953-04-18,Pramod,Erol,1992-10-25
10640,1958-11-09,Anneke,Meszaros,1992-12-04
10641,1953-12-24,Guozhong,Zucker,1993-03-21
10642,1955-12-19,Hirochika,Narlikar,1986-08-06
10643,1957-07-25,Slavian,Keirsey,1987-11-11
10644,1962-02-22,Pranas,Benaini,1985-05-29
10645,1957-03-01,Fumiyo,Esposito,1988-03-01
10646,1957-11-24,Uri,Chorvat,1988-08-07
10647,1960-01-12,Tesuro,Bahk,1995-09-28
10648,1962-01-19,Marlo,Ratnaker,1988-02-16
10649,1956-03-25,Vitali,Welham,1997-09-10
10650,1959-04-09,Hongzhu,Chepyzhov,1992-10-04
10651,1958-12-31,Zijian,Maginnis,1985-08-07
10652,1960-04-25,Danai,Chachaty,1990-02-12
10653,1953-06-16,Otmar,Feinberg,1987-04-30
10654,1960-03-17,Nahla,Castellani,1987-05-28
10655,1959-02-02,Remko,Dalton,1985-07-14
10656,1962-06-18,Sanjay,Litzkow,1988-06-21
10657,1958-03-09,Juichirou,Kitsuregawa,1989-12-31
10658,1956-11-21,Junsik,Rijckaert,1994-04-29
10659,1956-12-09,Dinah,Shackel,1991-09-20
10660,1964-01-03,Jouko,Kolinko,1988-08-12
10661,1956-04-07,Ottavia,Giarratana,1988-01-12
10662,1959-10-17,Arto,Serra,1986-09-28
10663,1965-01-09,Teunis,Noriega,1993-01-23
10664,1962-06-02,Xumin,Peck,1989-12-24
10665,1964-07-28,Qingxiang,Snyers,1988-01-23
10666,1964-10-03,Zhonghua,Reeker,1989-05-20
10667,1955-08-05,Makato,Cusworth,1990-06-25
10668,1959-03-20,Maren,Granlund,1989-09-25
10669,1956-05-30,Yurij,Iisaka,1995-06-09
10670,1962-04-23,Shunichi,McAffer,1988-03-23
10671,1953-06-12,Parviz,Rebaine,1987-01-08
10672,1954-03-23,Bluma,Zeilberger,1986-07-13
10673,1959-12-26,Hyuckchul,Casperson,1990-03-01
10674,1961-03-03,Abdelaziz,Bisiani,1988-09-16
10675,1960-03-26,Ymte,Waschkowski,1991-11-05
10676,1953-08-26,Valeri,Danley,1986-03-20
10677,1963-02-20,Alejandra,Perng,1996-10-07
10678,1958-08-21,Chriss,Gide,1987-08-02
10679,1956-09-25,Neven,Brender,1990-05-13
10680,1962-10-11,Kish,Honglei,1986-06-20
10681,1964-12-25,Florina,Garnier,1992-10-25
10682,1956-07-04,Bedir,Haumacher,1990-11-09
10683,1952-06-18,Guiseppe,Stranks,1993-09-07
10684,1956-01-23,Aimee,Tokunaga,1999-10-28
10685,1959-01-14,Zongyan,Cusworth,1990-04-24
10686,1963-05-25,Avishai,Azadmanesh,1987-05-17
10687,1961-07-25,Leon,Kaiser,1990-03-13
10688,1964-02-28,Xiaopeng,Lanphier,1985-03-25
10689,1958-09-13,Satoru,Otillio,1988-08-05
10690,1962-09-06,Matt,Jumpertz,1989-08-22
10691,1957-11-18,Denny,Setia,1989-09-17
10692,1960-08-11,Larisa,Bage,1993-03-22
10693,1953-12-14,Berhard,Daescu,1986-01-08
10694,1955-12-16,Rildo,Straney,1988-01-26
10695,1962-08-30,Zorica,Acton,1989-08-05
10696,1952-03-23,Unal,Fendler,1991-09-09
10697,1958-04-09,Bluma,Hiltgen,1998-03-04
10698,1959-09-13,Barton,Engberts,1994-12-08
10699,1964-02-02,Hatim,Deverell,1985-11-17
10700,1962-11-30,Angel,Mondadori,1987-04-02
10701,1961-09-30,Hyuncheol,Zolotykh,1986-10-27
10702,1952-11-25,Bader,Szemeredi,1985-07-23
10703,1958-06-13,Giri,Baumann,1996-05-12
10704,1960-04-08,Yolla,Kropatsch,1988-07-08
10705,1963-06-17,Hironobu,Wynblatt,1990-07-18
10706,1959-10-11,Gonzalo,Eldridge,1989-12-17
10707,1957-06-04,Moty,Trystram,1990-12-24
10708,1959-07-02,Aral,Erman,1996-05-18
10709,1961-01-06,Jiafu,Mateescu,1986-02-02
10710,1962-12-25,Sorina,Kermarrec,1992-01-10
10711,1963-06-20,Arvind,DuBourdieux,1991-06-21
10712,1952-04-12,Uma,Koprowski,1994-08-18
10713,1959-04-14,Jagoda,Naumovich,1986-04-26
10714,1960-09-28,Aran,Sadowsky,1997-03-11
10715,1959-11-21,Goa,Poehlman,1995-09-25
10716,1963-10-08,Aiman,Constantine,1985-08-20
10717,1956-01-27,Serap,Tasistro,1987-06-27
10718,1955-12-19,Adib,Rullman,1988-07-21
10719,1959-09-26,Guenter,Karunanithi,1995-09-05
10720,1956-06-17,Odinaldo,Kruskal,1985-08-01
10721,1964-07-12,Bernd,Redmiles,1995-03-17
10722,1960-10-03,Dung,Gornas,1989-01-17
10723,1964-01-14,Eckart,Harnett,1993-05-26
10724,1957-10-06,Aluzio,Narlikar,1991-11-04
10725,1958-10-22,Garnet,Isard,1990-09-08
10726,1954-01-11,Zita,Minakawa,1985-09-01
10727,1959-06-16,Saeed,Kitai,1991-01-08
10728,1958-11-17,Ugo,Maliniak,1989-12-09
10729,1961-05-24,Percy,Lorho,1986-04-20
10730,1962-07-22,Mohit,Janetzko,1988-11-24
10731,1952-11-17,Fumitaka,Peak,1987-02-20
10732,1962-04-22,Morris,Andreotta,1991-03-10
10733,1962-04-06,Sangeeta,Rodham,1996-02-20
10734,1954-07-06,Sachar,Erdi,1985-04-03
10735,1964-09-12,Morrie,Gewali,1985-10-29
10736,1962-07-09,Gurbir,Hellwagner,1991-09-26
10737,1960-10-10,Vincent,Schwartzbauer,1990-10-15
10738,1963-10-08,Rosita,Oppitz,1988-01-17
10739,1961-02-11,Gor,Iacovou,1985-03-12
10740,1956-04-19,Suzette,Sadowski,1995-08-15
10741,1954-01-02,Sven,Huttel,1989-01-06
10742,1955-03-13,Shim,Wiegley,1991-01-03
10743,1963-12-26,Kiyomitsu,Peltason,1985-06-10
10744,1957-02-17,Yaghout,Syang,1985-12-29
10745,1953-10-23,Poorav,Ranze,1987-05-26
10746,1958-12-29,Kolar,Usery,1990-08-31
10747,1955-02-02,Falguni,Khalid,1990-10-08
10748,1964-04-12,Yuchang,Francisci,1990-08-14
10749,1955-08-21,King,Brendel,1985-09-26
10750,1953-06-14,Roddy,Demeyer,1991-08-04
10751,1952-12-02,Jordanka,Ushiama,1987-04-15
10752,1964-07-18,Byong,Conde,1993-05-28
10753,1958-09-30,Pradeep,Harbusch,1985-05-17
10754,1956-09-08,Chenyi,Feinberg,1988-01-11
10755,1962-06-10,Odysseas,Ressouche,1988-06-16
10756,1958-06-24,Paddy,Brizzi,1995-11-21
10757,1961-01-11,Florina,Simkin,1986-01-06
10758,1962-11-26,Fumiyo,Boyle,1988-02-06
10759,1956-04-12,JiYoung,Chenney,1991-12-04
10760,1963-05-27,Phillip,Dratva,1994-06-15
10761,1959-04-10,Sumali,Liedekerke,1992-05-30
10762,1965-01-19,Lech,Himler,1992-01-21
10763,1962-04-15,Giap,Bolsens,1987-02-23
10764,1953-01-12,Yunming,Beetstra,1989-11-27
10765,1961-02-24,Goetz,Norsworthy,1994-05-07
10766,1964-06-10,Nathalie,Standera,1996-08-05
10767,1954-02-28,Monique,Doering,1987-06-17
10768,1955-06-24,Ishfaq,Candan,1985-07-04
10769,1962-11-02,Vishv,Bouloucos,1987-08-16
10770,1956-06-18,Bedir,Perry,1987-12-25
10771,1960-05-10,Guiseppe,Kleiser,1989-11-08
10772,1956-01-21,Munehiro,Dayana,1987-06-29
10773,1960-07-11,Avishai,Bahr,1985-12-01
10774,1958-10-03,Jacqueline,Masand,1990-01-26
10775,1956-03-12,Xiaoheng,Sluis,1988-12-09
10776,1958-01-27,Mahmut,Skafidas,1986-03-16
10777,1955-08-11,Mizuhito,Kemmerer,1988-07-05
10778,1953-03-13,Selwyn,Merey,1986-07-04
10779,1961-07-09,Mori,Yavatkar,1988-01-11
10780,1955-09-12,Goncalo,Staudhammer,1989-11-06
10781,1958-09-19,Patricio,Leuchs,1991-02-04
10782,1952-09-18,Kish,Perna,1991-10-21
10783,1963-11-13,Moty,Kenevan,1994-05-15
10784,1957-01-27,Weijing,Bottner,1987-05-12
10785,1963-02-09,Keiichiro,Marzano,1994-11-11
10786,1964-05-19,Patricia,dAstous,1989-03-14
10787,1958-07-10,Shiv,Neimat,1991-04-16
10788,1963-06-28,Frazer,Ullian,1993-12-13
10789,1964-05-19,Aruna,Journel,1987-02-02
10790,1962-04-01,Yurij,Schonegge,1990-07-03
10791,1954-05-27,Tadahiko,Sgarro,1988-07-30
10792,1962-09-04,Chinya,Birdsall,1985-08-10
10793,1960-08-27,Oksana,Roisin,1987-10-02
10794,1962-06-26,Teunis,Berztiss,1992-03-29
10795,1954-12-14,Supot,Naudin,1985-05-21
10796,1959-06-30,Khoa,Rousseau,1990-11-08
10797,1956-10-04,Goetz,Hiyoshi,1988-08-21
10798,1961-07-18,Elliott,Bednarek,1992-02-09
10799,1957-11-21,Gad,Griswold,1988-06-06
10800,1961-12-15,Yuchang,Matzke,1993-05-20
10801,1953-03-05,Uinam,Zschoche,1994-06-27
10802,1960-10-27,Masato,Setlzner,1985-08-24
10803,1952-09-15,Katsuyuki,Velasco,1988-04-20
10804,1964-02-20,Terresa,Benantar,1996-04-18
10805,1959-09-12,Kerhong,Bernick,1987-05-26
10806,1958-10-17,Giap,Matzel,1993-04-25
10807,1964-06-23,Munehiro,Zallocco,1986-10-23
10808,1955-09-11,Chenxi,Leijenhorst,1987-03-07
10809,1962-01-06,Shim,Feldhoffer,1987-03-04
10810,1957-10-23,Lijie,Lunn,1994-09-07
10811,1954-06-29,Ashish,Fortenbacher,1997-07-08
10812,1957-09-14,Berthier,Menhoudj,1987-08-11
10813,1954-07-04,Shalesh,Shumilov,1990-04-27
10814,1952-09-17,Nidapan,Dymetman,1993-07-17
10815,1960-11-12,Renny,Pramanik,1994-04-19
10816,1958-02-24,Morris,Caine,1989-06-27
10817,1958-10-02,Uri,Rullman,1990-12-26
10818,1958-12-20,Huan,Monarch,1995-10-22
10819,1957-02-19,Pascal,Sooriamurthi,1986-08-02
10820,1956-11-12,Baocai,Pena,1986-02-23
10821,1959-04-14,Irena,Schurmann,1987-03-12
10822,1956-08-02,Masaru,Passino,1986-01-11
10823,1956-06-13,Arfst,Mikschl,1995-01-02
10824,1958-09-20,Kirk,Kalsbeek,1985-03-18
10825,1958-03-27,Fan,Fairtlough,1985-12-30
10826,1952-12-06,Arnd,Anandan,1993-01-22
10827,1953-09-25,Willard,Danley,1996-11-07
10828,1962-10-12,Godehard,Gammage,1986-02-14
10829,1955-07-11,Alper,Narahara,1993-02-22
10830,1954-08-17,Fen,Fiebach,1991-08-24
10831,1953-10-11,Toong,Driscoll,1996-06-21
10832,1964-08-29,Hidde,Bergere,1986-10-11
10833,1953-04-12,Krisda,Gecseg,1989-02-08
10834,1954-12-16,Huiqun,Rajcani,1990-11-24
10835,1952-11-23,Tomoyuki,Kermarrec,1985-07-28
10836,1953-07-15,Jianhua,Leivant,1985-07-26
10837,1957-02-06,Chuanti,Karlin,1986-01-14
10838,1957-10-19,Deniz,Ramras,1990-04-11
10839,1964-04-02,Gurbir,Katiyar,1991-10-05
10840,1961-04-26,Mohammad,Koshino,1993-06-04
10841,1961-10-14,Pranav,Lieberherr,1990-04-21
10842,1961-08-29,Berni,Sanella,1986-07-14
10843,1961-09-05,Honesty,Smeets,1990-04-26
10844,1954-02-03,Dipayan,Koprowski,1987-03-03
10845,1960-12-24,Hidde,Tasistro,1988-06-30
10846,1952-06-27,Tokuyasu,Serre,1994-01-26
10847,1952-03-04,Theirry,Danley,1986-07-25
10848,1954-07-16,Fen,Bratsberg,1985-04-20
10849,1953-03-05,Makato,Mayerwieser,1995-06-25
10850,1963-01-01,Florina,Schapire,1990-04-22
10851,1959-11-15,Piyawadee,Copas,1994-11-21
10852,1959-11-24,Hercules,Munck,1996-03-21
10853,1964-03-22,Yoshinari,Kalloufi,1993-05-03
10854,1954-08-11,Jagoda,Nannarelli,1998-07-13
10855,1957-08-07,Kwangho,Reinhart,1991-08-05
10856,1964-03-13,Sreenivas,Peck,1986-12-31
10857,1957-06-11,Fusako,Stenning,1990-04-04
10858,1952-10-01,Kenroku,Gonthier,1996-08-15
10859,1961-10-16,King,Bernini,1993-01-03
10860,1961-11-05,Gino,Werthner,1992-03-11
10861,1962-02-27,Howell,Baek,1989-06-10
10862,1956-01-19,Zhenbing,Kadhim,1985-07-23
10863,1962-08-05,Byong,Bhattacharjee,1985-12-25
10864,1958-01-07,Elliott,Spieker,1985-09-04
10865,1961-03-16,Danco,Etalle,1991-04-19
10866,1959-12-13,Fayez,Yeung,1990-12-27
10867,1952-10-01,Billur,Gyorkos,1986-10-08
10868,1959-05-11,Houman,Unno,1990-03-20
10869,1962-10-09,Guangming,Jonsson,1996-03-15
10870,1956-07-23,Shahid,Leppanen,1988-01-13
10871,1952-10-24,Aram,Gilg,1989-02-15
10872,1952-02-21,Karoline,Speel,1990-09-06
10873,1952-07-09,Sukumar,Wegerle,1994-03-23
10874,1958-01-18,Mahmut,Borstler,1986-04-22
10875,1958-10-27,Filipp,Suri,1988-05-19
10876,1955-08-05,Vincent,Papastamatiou,1995-01-29
10877,1964-09-11,Subir,Biron,1986-06-06
10878,1952-06-13,Lakshmi,Deville,1988-02-25
10879,1953-08-18,Muzhong,Chleq,1985-08-15
10880,1962-02-11,Weiye,Nitsche,1986-04-20
10881,1959-06-13,Katsuo,Miake,1996-04-18
10882,1953-11-01,Fun,Heuser,1994-11-29
10883,1952-07-30,Shimshon,Champarnaud,1987-11-07
10884,1958-03-07,Teunis,Kleiser,1993-04-15
10885,1953-05-06,Rayond,Cronau,1991-08-19
10886,1964-09-30,Sushant,Begiun,1995-03-26
10887,1953-01-16,Lunjin,DeMori,1989-03-16
10888,1959-03-15,Kwangho,Dredge,1987-06-28
10889,1956-06-21,Cheong,Coors,1987-08-11
10890,1963-04-13,Ramzi,Furudate,1988-04-21
10891,1963-12-15,Susanne,Jiang,1990-12-07
10892,1959-12-13,Kazunori,Vieth,1990-04-11
10893,1960-01-30,Danil,Kropatsch,1989-08-23
10894,1958-08-21,Suebskul,Srimani,1991-07-18
10895,1952-03-21,Vishwani,Petersohn,1986-04-26
10896,1964-04-12,Adil,Taubenfeld,1994-10-08
10897,1958-05-27,Arno,Kumaresan,1986-04-09
10898,1961-11-10,Munenori,Markovitch,1986-04-10
10899,1962-05-11,Valery,Rousseau,1989-10-06
10900,1955-07-18,Ferdinand,Prenel,1995-09-07
10901,1959-06-12,Chrisa,Narahara,1992-10-30
10902,1964-05-09,Inderjeet,Perly,1990-04-22
10903,1958-06-04,Visit,Nyanchama,1989-02-14
10904,1959-08-28,Debatosh,Colorni,1993-04-16
10905,1961-04-30,Jianhui,Aloia,1985-02-28
10906,1952-02-06,Munehiro,Carrere,1994-01-20
10907,1963-09-26,JiYoung,Luks,1988-12-25
10908,1961-11-27,Rajmohan,Koblick,1985-10-08
10909,1954-11-11,Georgi,Atchley,1985-04-21
10910,1958-11-11,Arco,Jervis,1989-07-13
10911,1959-07-22,Shay,Casley,1988-06-25
10912,1952-07-27,Oscal,Fasbender,1986-04-23
10913,1952-09-03,Narain,Thummel,1992-06-25
10914,1956-04-26,Mizuhito,Prochazka,1998-03-24
10915,1961-03-11,Valery,Skafidas,1987-12-06
10916,1962-01-03,Make,Spataro,1996-07-01
10917,1956-05-10,Tesuya,Slaats,1987-12-03
10918,1954-12-26,Susumu,Reghbati,1985-12-13
10919,1961-09-04,Reinhard,Lindenbaum,1987-04-19
10920,1955-04-08,Ronghao,Narahara,1991-07-09
10921,1955-07-20,Mara,Bahi,1986-07-27
10922,1953-10-27,Kyoichi,Wossner,1992-08-09
10923,1957-04-29,Younwoo,Maquelin,1990-04-09
10924,1954-04-27,Hironoby,Atchley,1988-08-14
10925,1960-02-13,Heng,Waterhouse,1986-09-04
10926,1954-10-13,Leni,Eppinger,1990-04-30
10927,1953-03-13,Gal,Scallan,1985-10-26
10928,1961-11-01,Udaiprakash,Schmezko,1991-04-07
10929,1958-10-26,Sumali,Arlazarov,1991-04-15
10930,1954-01-13,Arch,Minakawa,1990-08-09
10931,1963-06-30,Abdulla,Beutelspacher,1992-06-14
10932,1955-11-19,Avishai,Picci,1994-09-09
10933,1965-01-24,Juyoung,Seghrouchni,1993-08-02
10934,1960-05-21,Bartek,Strooper,1993-11-11
10935,1961-08-09,Morris,Famili,1990-03-09
10936,1953-04-08,Mountaz,Schicker,1987-10-27
10937,1964-09-11,Anyuan,Nanard,1987-08-29
10938,1958-05-11,Shaowei,Iisaku,1985-09-24
10939,1964-07-13,Matk,Akazan,1990-11-01
10940,1953-01-07,Aleksander,Fioravanti,1994-12-02
10941,1960-08-26,Katsuyuki,Norsworthy,1993-08-22
10942,1952-08-08,Toshimitsu,Larfeldt,1989-09-08
10943,1955-11-19,Berna,Skafidas,1988-02-19
10944,1952-05-25,Remko,Zyda,1991-05-24
10945,1959-09-25,Kazuhiro,Kushnir,1990-07-04
10946,1956-09-08,Shaz,Kabayashi,1996-02-04
10947,1954-09-29,Gor,Usery,1995-11-16
10948,1952-12-23,Shigehito,Brodie,1996-09-30
10949,1953-08-14,Shigeichiro,Wroclawski,1990-03-13
10950,1958-12-07,Sushant,Staylopatis,1996-06-08
10951,1962-01-20,Marco,Iisaku,1989-07-06
10952,1958-08-26,Inderjeet,Bharadwaj,1986-07-22
10953,1956-06-23,Jahangir,Laventhal,1987-02-12
10954,1964-11-16,Ranga,Burnard,1990-08-07
10955,1959-02-24,Urs,Danley,1986-09-27
10956,1955-02-02,Arno,Picel,1992-06-29
10957,1961-06-06,Duke,Schnabel,1988-01-23
10958,1958-11-07,Huican,Katalagarianos,1988-11-27
10959,1956-06-19,Kerryn,Vigier,1994-03-01
10960,1959-10-24,Billur,Braunschweig,1988-03-14
10961,1957-03-28,Weiwu,Choobineh,1986-05-14
10962,1956-08-23,Naraig,Kugler,1986-12-16
10963,1957-04-15,Hatsukazu,Swist,1988-01-14
10964,1962-04-02,Takushi,Bolsens,1990-10-11
10965,1955-07-10,Eckart,Braunschweig,1986-07-29
10966,1962-07-04,Danel,Pardalos,1989-11-07
10967,1962-10-01,Eran,Adachi,1993-08-01
10968,1961-03-19,Lakshmi,Kolinko,1985-08-11
10969,1954-09-05,Premal,Noriega,1988-08-22
10970,1962-08-24,Gen,Tiemann,1994-09-16
10971,1955-02-08,Isamu,Vadhan,1991-07-30
10972,1961-10-05,Fumiko,Asser,1987-06-06
10973,1961-10-02,Valdiodio,Raczkowsky,1989-03-05
10974,1952-03-07,Muneo,Papsdorf,1985-11-25
10975,1962-07-27,Peternela,Birnbaum,1986-10-31
10976,1963-01-27,Hitomi,Valette,1992-12-06
10977,1957-03-19,Toong,Murrill,1987-08-10
10978,1962-09-24,Huiqun,Bellone,1985-05-18
10979,1959-09-11,Elrique,Raney,1986-01-27
10980,1963-11-10,Filipp,Munawer,1989-01-04
10981,1956-07-22,Sugwoo,Dulin,1989-01-03
10982,1964-02-27,Yishay,Decleir,1989-11-11
10983,1961-08-09,Somnath,Parascandalo,1988-02-22
10984,1962-11-10,Pranjal,Billawala,1988-07-09
10985,1952-05-31,Chiradeep,Furedi,1990-12-10
10986,1954-08-11,Masako,Schiper,1985-10-11
10987,1952-11-26,Flemming,Baezner,1995-12-19
10988,1955-06-24,Chinya,Deyuan,1985-06-19
10989,1954-09-08,Sumali,Candan,1985-07-20
10990,1954-10-22,Shin,Foote,1988-07-06
10991,1957-05-22,Munehiro,Aingworth,1993-05-21
10992,1958-11-26,Zhensheng,Juneja,1988-08-01
10993,1958-11-17,Arve,Erde,1992-05-29
10994,1961-06-17,Divine,Aingworth,1987-06-29
10995,1963-02-26,Chenye,Hertweck,1997-07-19
10996,1955-02-01,Matk,Rahimi,1990-02-07
10997,1959-08-30,Alselm,Parascandalo,1994-05-06
10998,1956-02-17,Marlo,Kandlur,1992-06-28
10999,1961-12-04,Insup,Benveniste,1996-03-05
11000,1960-09-12,Alain,Bonifati,1988-08-20
